Machine,IP,OS,Reg_Date,Vendor,Model,Serial,Tag,Warranty_Expiration,Warranty_Extension,Ship_Date,CPU,Disk,RAM,NIC,UUID,Building,Room,Rack,Size,Function,Level,Priority,Service,Department,Contact,Authorized_Requesters,Solutionary,Backup,Chef_Org,Hosting_Type
safl-pgc-web-prd-4.oit.umn.edu,128.101.2.205,rhel-x86_64-server-6,2015-11-23,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 26 53 5f 08 11 2b-58 60 08 7b 58 29 3f 57,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,150G,3946,eth0-00:50:56:a3:1b:2f-128.101.2.205,422326535f08112b5860087b58293f57,WBOB,VM,VM,VM,api server,Production,NA,Hosting,SAFL,pgcalert@umn.edu@umn.edu,azenk ctn janse180 imxxx021,Yes,Yes,NA,NA
safl-pgc-web-stg-1.oit.umn.edu,192.168.216.74,rhel-x86_64-server-6,2015-11-23,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 64 a7 d3 e8 f1 12-10 f0 1a 94 40 78 9a e9,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,150G,3946,eth0-00:50:56:a3:0c:82-192.168.216.74,422364a7d3e8f11210f01a9440789ae9,WBOB,VM,VM,VM,api server,Test,NA,Hosting,SAFL,pgcalert@umn.edu,azenk ctn janse180 imxxx021,Yes,Yes,NA,NA
safl-pgc-web-stg-2.oit.umn.edu,192.168.216.75,rhel-x86_64-server-6,2015-11-23,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 cc 08 4d 12 b4 2f-92 9c 2c c4 a8 a2 66 f3,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,150G,3946,eth0-00:50:56:a3:5a:59-192.168.216.75,4223cc084d12b42f929c2cc4a8a266f3,WBOB,VM,VM,VM,api server,Test,NA,Hosting,SAFL,pgcalert@umn.edu@umn.edu,azenk ctn janse180 imxxx021,Yes,Yes,NA,NA
safl-pgc-web-stg-3.oit.umn.edu,192.168.216.76,rhel-x86_64-server-6,2015-11-23,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 12 68 00 75 b2 38-ef 2e ac 45 4c a3 1d 9e,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,150G,3946,eth0-00:50:56:a3:3d:51-192.168.216.76,422312680075b238ef2eac454ca31d9e,WBOB,VM,VM,VM,api server,Test,NA,Hosting,SAFL,pgcalert@umn.edu@umn.edu,azenk ctn janse180 imxxx021,Yes,Yes,NA,NA
safl-pgc-web-stg-4.oit.umn.edu,192.168.216.77,rhel-x86_64-server-6,2015-11-23,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 4d 81 2c 14 f9 92-c8 b6 9d 21 14 c3 62 1c,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,150G,3946,eth0-00:50:56:a3:6b:bb-192.168.216.77,42234d812c14f992c8b69d2114c3621c,WBOB,VM,VM,VM,api server,Test,NA,Hosting,SAFL,pgcalert@umn.edu@umn.edu,azenk ctn janse180 imxxx021,Yes,Yes,NA,NA
safl-pgcwhillan-tst-api-00.oit.umn.edu,134.84.212.111,rhel-x86_64-server-7,2016-08-12,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 22 d0 27 ac 21 7a-b3 2b 42 e8 21 a7 96 ea,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3791,NA,422322d027ac217ab32b42e821a796ea,WBOB,VM,VM,VM,Whillans API Server,Test,3,Hosting,SAFL,pgcalert@umn.edu,azenk@umn.edu imxxx021@umn.edu ctn@umn.edu janse180@umn.edu,No,Yes,NA,NA
safl-pg-tst-db-01.oit.umn.edu,10.32.110.197,rhel-x86_64-server-7,2017-03-02,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 56 2a 94 91 fa 0f-1b f9 b7 3c eb ca a6 cf,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223562a9491fa0f1bf9b73cebcaa6cf,WBOB,VM,VM,VM,Development Postgresql Database Server,Test,3,Hosting,SAFL,pgcalert@umn.edu,imxxx021 azenk ctn,No,No,oit-hosting,Jointly Managed
safl-pg-tst-db-02.oit.umn.edu,10.32.110.224,rhel-x86_64-server-7,2017-05-04,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 19 ec 32 6c 95 60-70 02 f4 b8 e3 b7 47 1a,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,422319ec326c95607002f4b8e3b7471a,WBOB,VM,VM,VM,Postgresql,Test,3,Hosting,SAFL,pgcalert@umn.edu,imxxx021 azenk ctn,No,No,oit-hosting,Jointly Managed
safl-pg-tst-db-03.oit.umn.edu,10.32.110.251,rhel-x86_64-server-7,2017-03-23,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 a3 8a 88 6d 21 cf-91 56 1f 26 6f 55 e1 31,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223a38a886d21cf91561f266f55e131,WBOB,VM,VM,VM,Postgresql database,Test,3,Hosting,SAFL,pgcalert@umn.edu,imxxx021 azenk ctn,No,No,oit-hosting,Jointly Managed
safl-shire.oit.umn.edu,192.168.53.187,rhel-x86_64-server-6,2012-05-24,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 2e b3 36 e0 cf ae-9b 7d 33 96 08 9a f4 b2,NA,NA,NA,25 May 2012,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,40GB,3833,eth0-00:50:56:a3:0c:f3-192.168.53.187,42232eb336e0cfae9b7d3396089af4b2,WBOB,NA,VM,1VU,SAFL DB Dev,Production,1,Hosting,SAFL - St Anthony Falls Laboratory,safl-italert@umn.edu olse0046@umn.edu, azenk ctn herb0199 janse180,No,NA,NA,NA
safl-thoth.oit.umn.edu,134.84.231.134,rhel-x86_64-server-6,2011-12-19,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 78 1f d7 8c 72 bf-30 45 a9 53 8c 83 b8 7b,NA,NA,NA,19 Dec 2011,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,20GB,3833,eth0-00:50:56:b0:00:7e-134.84.231.134,4230781fd78c72bf3045a9538c83b87b,WBOB,NA,VM,1VU,Database + ETL,Production,1,Hosting,SAFL - St Anthony Falls Laboratory,safl-italert@umn.edu,ctn azenk imxxx021 janse180,No,NA,NA,NA
sam.oit.umn.edu,192.168.53.204,rhel-x86_64-server-6,2016-05-06,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ff e5 47 23 2c 5b-d8 9a ac 55 a6 49 77 8d,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,200G,3946,eth0-00:50:56:a3:0a:31-192.168.53.204,4223ffe547232c5bd89aac55a649778d,WBOB,VM,VM,VM,Red Hat SAM server,Production,NA,Hosting,OIT,oiatux@umn.edu,oiatux,Yes,Yes,NA,NA
sandbox-kv.oit.umn.edu,192.168.53.54,rhel-x86_64-server-6,2014-02-05,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 b1 b4 8f 65 54 c7-a8 c1 15 f7 e3 05 ef 29,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,NA,2006,eth0-00:50:56:a3:6b:10-192.168.53.54,4223b1b48f6554c7a8c115f7e305ef29,WBOB,NA,NA,NA,Testing,Test,NA,Hosting,NA,NA,NA,NA,NA,NA,NA
selffund-web-prod1.oit.umn.edu,134.84.231.221,rhel-x86_64-server-6,2012-04-27,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 4b 16 2e a6 17 f4-d8 2d 4e dd b1 90 3b 72,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,NA,1877,eth0-00:50:56:b0:72:56-134.84.231.221,42304b162ea617f4d82d4eddb1903b72,WBOB,NA,NA,NA,Web server/Drupal,Production,1,Hosting,SELFund,ding0057@umn.edu,ding0057 wils0932 nguy1573,No,NA,NA,NA
shib-dev.oit.umn.edu,192.168.53.70,rhel-x86_64-server-6,2011-11-17,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 5d 6f 6e 16 ad c3-9e 84 50 e2 3d 17 d2 2b,NA,NA,NA,17 Nov 2011,Intel(R) Xeon(R) CPU           X7560  @ 2.27GHz,36GB,3833,eth0-00:50:56:b0:00:61-192.168.53.70,42305d6f6e16adc39e8450e23d17d22b,TelecomB,NA,VM,1VU,Shibboleth IDP is a web based software application for authenticating users via SAML,Development,3,Identity Management,OIA,idm@umn.edu,cab kor jtw pmoore,No,NA,NA,NA
shib-p1.oit.umn.edu,134.84.231.170,rhel-x86_64-server-6,2011-10-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 ec fd b6 69 22 70-43 c9 7a 6c 9a cb 73 34,NA,NA,NA,13 Oct 2011,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,55GB,7872,eth0-00:50:56:b0:00:d4-134.84.231.170 eth1-00:50:56:b0:00:d5-134.84.135.244,4230ecfdb669227043c97a6c9acb7334,WBOB,NA,VM,1VU,Shibboleth IDP is a web based software application for authenticating users via SAML,Production,1,Identity Management,OIA,idm@umn.edu,cab kor pmoore reeve011 hemme003,No,NA,NA,NA
shib-p2.oit.umn.edu,134.84.231.171,rhel-x86_64-server-6,2011-10-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 f1 4d bf 73 f5 d0-ac c2 e7 a1 ed 39 58 82,NA,NA,NA,13 Oct 2011,Intel(R) Xeon(R) CPU           X7560  @ 2.27GHz,55GB,7872,eth1-00:50:56:b0:00:d7-134.84.135.245 eth0-00:50:56:b0:00:d6-134.84.231.171,4230f14dbf73f5d0acc2e7a1ed395882,TelecomB,NA,VM,1VU,Shibboleth IDP is a web based software application for authenticating users via SAML,Production,1,Identity Management,OIA,idm@umn.edu,cab kor pmoore reeve011 hemme003,No,NA,NA,NA
shib-spoof-e1.oit.umn.edu,134.84.192.184,rhel-x86_64-server-6,2014-11-19,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 36 85 5b a0 4a 41-3a 81 f5 9a df 7f 7f c0,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,55G,3953,eth0-00:50:56:a3:7a:81-134.84.192.184,422336855ba04a413a81f59adf7f7fc0,WBOB,VM,VM,VM,Shibboleth Identity Provider (ESUP testing),Test,NA,Identity Management,OIT,cab@umn.edu,cab kor pmoore jtw reeve011 hemme003,Yes,Yes,NA,NA
shib-t1.oit.umn.edu,134.84.231.115,rhel-x86_64-server-6,2011-11-10,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 de 24 8e b1 e4 9d-15 92 44 38 f8 f9 19 48,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X7560  @ 2.27GHz,30G,1877,eth1-00:50:56:b0:00:f6-192.168.59.96 eth0-00:50:56:b0:00:e5-134.84.231.115,4230de248eb1e49d15924438f8f91948,WBOB,Virtual,Virtual,NA,Shibboleth test,Test,2,Identity Management,OIT/IDM,cab@umn.edu idm@umn.edu,cab kor pmoore reeve011 hemme003,NA,NA,NA,NA
shib-t2.oit.umn.edu,134.84.231.116,rhel-x86_64-server-6,2011-11-10,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 d3 eb 2e 69 e1 08-ff ae 39 6a 6b 28 41 de,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,30G,1877,eth1-00:50:56:b0:00:f7-192.168.59.97 eth0-00:50:56:b0:00:f5-134.84.231.116,4230d3eb2e69e108ffae396a6b2841de,TelecomB,Virtual,Virtual,NA,Shibboleth test,Test,2,Identity Management,OIT/IDM,cab@umn.edu idm@umn.edu,cab kor pmoore reeve011 hemme003,NA,NA,NA,NA
smartlc-scripts.oit.umn.edu,134.84.192.166,rhel-x86_64-server-6,2014-04-09,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ae c8 a6 0b 98 64-d1 0c e4 8a be eb e7 4b,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,35G,1998,eth0-00:50:56:a3:0c:d2-134.84.192.166,4223aec8a60b9864d10ce48abeebe74b,WBOB,VM,VM,VM,Custom Application,Production,NA,Hosting,SMART Learning Commons,walters@umn.edu,walters lynell perr0273,Yes,Yes,NA,NA
sph-theislands.oit.umn.edu,134.84.192.11,rhel-x86_64-server-6,2015-09-30,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 89 1d 28 8c 4e 5a-b6 14 0f 18 9e fc 54 55,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,1998,eth0-00:50:56:a3:0a:48-134.84.192.11,4223891d288c4e5ab6140f189efc5455,WBOB,VM,VM,VM,Human subjects simulations website,Production,NA,Hosting,SPH Student Svc Adm,bjs@umn.edu,hurley mjokela liux0517 bjs,Yes,Yes,NA,NA
splunk-prd-test.oit.umn.edu,10.32.110.221,rhel-x86_64-server-7,2016-10-07,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 41 94 b1 81 d6 af-04 59 ea db 8e 9a 18 6f,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,1832,NA,42234194b181d6af0459eadb8e9a186f,WBOB,VM,VM,VM,splunk prd test,Production,1,Hosting,OIT,bogg0010@umn.edu,bogg0010@umn.edu,No,Yes,NA,NA
sspu01.oit.umn.edu,134.84.231.195,rhel-x86_64-server-6,2012-06-29,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 da 0b c9 07 36 89-48 8d 5c fa 78 e5 d2 40,NA,NA,NA,02 July 2012,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,NA,11912,eth0-00:50:56:a3:7e:59-134.84.231.195,4223da0bc9073689488d5cfa78e5d240,WBOB,VM,VM,1VU,SSPU production server Static publishing components of UMContent  and management UI's for each instance of it.,Production,1,Collaboration and Web Content,OIT,swadm@software.umn.edu,lars3064 myer0244 ryan ejolsen,Yes,NA,NA,NA
ssw-ceprod.oit.umn.edu,134.84.192.221,rhel-x86_64-server-6,2015-02-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 56 2d 70 c3 2e d0-7e fd 5e 0e 6f ce fa ca,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,160G,1998,eth0-00:50:56:a3:11:fd-134.84.192.221,4223562d70c32ed07efd5e0e6fcefaca,WBOB,VM,VM,VM,Web server,Production,NA,Hosting,Social Work,cutt0022@umn.edu,cutt0022 levi,Yes,Yes,NA,NA
stout03.oit.umn.edu,160.94.29.101,rhel-x86_64-server-6,2013-10-09,Dell Inc.,PowerEdge R610 Not Specified,3V5KML1,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,VM,7983,eth2-00:21:9b:9a:56:aa-NA eth1-00:21:9b:9a:56:a8-NA eth3-00:21:9b:9a:56:ac-NA eth0-00:21:9b:9a:56:a6-160.94.29.101,NA,WBOB,01-218-LL-0020A,AI18,VM,OI-Linux Infrastructure Management,Production,1,Hosting,OIT,oialinux,oialinux,Yes,No,NA,NA
stout04.oit.umn.edu,160.94.29.102,rhel-x86_64-server-6,2013-10-10,Dell Inc.,PowerEdge R610 Not Specified,CT7SQL1,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,VM,7983,eth1-00:21:9b:9e:1f:ac-NA eth3-00:21:9b:9e:1f:b0-NA eth2-00:21:9b:9e:1f:ae-NA eth0-00:21:9b:9e:1f:aa-160.94.29.102,NA,InfoTech,01-184-01-17412,11,VM,OI-Linux Infrastructure Management,Production,1,Hosting,OIT,oialinux,oialinux,Yes,No,NA,NA
sua-maxient-tst-01.oit.umn.edu,128.101.122.146,rhel-x86_64-server-7,2017-06-08,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ca 1f 5f 9a 32 8e-f4 27 51 cf 90 11 c3 ba,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223ca1f5f9a328ef42751cf9011c3ba,WBOB,VM,VM,VM,PERL Data Warehouse import job,Test,3,Hosting,SUA,siets005@umn.edu,siets005,No,No,oit-hosting,Jointly Managed
sua-web-dev-01.oit.umn.edu,10.32.136.138,rhel-x86_64-server-7,2017-04-19,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 e2 5f 33 18 fa 76-b9 b9 02 6f 09 13 3a a2,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223e25f3318fa76b9b9026f09133aa2,WBOB,VM,VM,VM,Web development,Development,3,Hosting,SUA,siets005@umn.edu,siets005 bsmallbe corbe054,No,No,oit-hosting,Jointly Managed
swasand01.oit.umn.edu,192.168.216.43,rhel-x86_64-server-7,2016-03-28,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 77 40 53 69 47 a3-de f3 0b 49 76 0c c5 69,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,1840,NA,42237740536947a3def30b49760cc569,WBOB,VM,VM,VM,SWA sandbox 01,Test,3,Hosting,SWA,swadm@umn.edu,lars3064@umn.edu ryan@umn.edu ejolsen@umn.edu probs007@umn.edu myer0244@umn.edu,No,Yes,NA,NA
swasand06.oit.umn.edu,192.168.216.48,rhel-x86_64-server-7,2015-10-15,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 e6 ef 9a 75 3f e6-e3 a1 83 5b 56 62 89 6e,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3792,NA,4223e6ef9a753fe6e3a1835b5662896e,WBOB,VM,VM,VM,swa,Test,3,Research Administration,OIT,swadm@umn.edu,lars3064@umn.edu myer0244@umn.edu ryan@umn.edu ejolsen@umn.edu,No,Yes,NA,NA
telecomb-sv-01.ggnet.umn.edu,128.101.101.73,rhel-x86_64-server-6,2012-03-22,Dell Inc.,PowerEdge R610 Not Specified,3VBHML1,201001522,2013-01-13,NA,2010-01-13,Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,73 300,7853,eth1-00:21:9b:96:13:b9-128.101.101.73 eth2-00:21:9b:96:13:bb-NA eth0-00:21:9b:96:13:b7-192.168.245.85 eth3-00:21:9b:96:13:bd-NA,NA,TelecomB,01-161-0B-00025,25080,1U,core - dns anycast  ntp,Production,1,Data Network,OIT,doit-nts@umn.edu ssb@umn.edu peiffer@umn.edu,ssb@umn.edu peiffer@umn.edu,No,NA,NA,NA
telecomb-sv-02.ggnet.umn.edu,192.168.245.89,rhel-x86_64-server-6,2016-02-24,Dell Inc.,PowerEdge R610 Not Specified,3V0KML1,NA,2013-01-12,NA,NA,Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,73 300 300,7853,eth3-00:21:9b:9a:55:dd-NA eth2-00:21:9b:9a:55:db-NA eth1-00:21:9b:9a:55:d9-NA eth0-00:21:9b:9a:55:d7-192.168.245.89,NA,TelecomB,01-161-0B-00025,01-161-0B-00025,1U,flow  log,Production,NA,Data Network,OIT,doit-nts@umn.edu ssb@umn.edu peiffer@umn.edu,ssb@umn.edu peiffer@umn.edu,No,Yes,NA,NA
telecomb-sv-21.ggnet.umn.edu,128.101.101.17,rhel-x86_64-server-6,2011-12-22,Dell Inc.,PowerEdge R610 Not Specified,3VGGML1,201001526,2013-01-13,NA,2010-01-13,Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,73 300,7853,eth3-00:21:9b:9a:56:49-NA eth2-00:21:9b:9a:56:47-NA eth1-00:21:9b:9a:56:45-128.101.101.17 eth0-00:21:9b:9a:56:43-192.168.245.1,NA,TelecomB,01-161-0B-00025,25058,1U,core - dns anycast  ntp,Production,1,Data Network,OIT,ssb@umn.edu peiffer@umn.edu,ssb@umn.edu peiffer@umn.edu,No,NA,NA,NA
telecomb-sv-22.ggnet.umn.edu,192.168.245.5,rhel-x86_64-server-6,2012-04-25,Dell Inc.,PowerEdge R610 Not Specified,3V8MML1,201001513,2013-01-13,NA,2010-01-13,Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,73 300,7853,eth0-00:21:9b:9a:1c:87-192.168.245.5 eth1-00:21:9b:9a:1c:89-NA eth3-00:21:9b:9a:1c:8d-NA eth2-00:21:9b:9a:1c:8b-NA,NA,TelecomB,01-161-0B-00025,25058,1U,flow  log,Production,1,Data Network,OIT,ssb@umn.edu peiffer@umn.edu,ssb@umn.edu peiffer@umn.edu,No,NA,NA,NA
termite.oit.umn.edu,192.168.53.88,rhel-x86_64-server-6,2014-07-16,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 1b c6 98 66 d5 30-1b 18 4e 74 96 ba ca 50,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,100G,1998,eth0-00:50:56:a3:51:c7-192.168.53.88,42231bc69866d5301b184e7496baca50,WBOB,VM,VM,VM,Log Server,Production,NA,Hosting,OIT,oialinux,oialinux,Yes,Yes,NA,NA
tst-dcim.oit.umn.edu,134.84.192.164,rhel-x86_64-server-6,2014-04-04,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 88 f7 9b 91 8d c5-9f 9f 01 e9 d0 f6 20 c4,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,40G,5844,eth0-00:50:56:a3:0a:c5-134.84.192.164,422388f79b918dc59f9f01e9d0f620c4,WBOB,VM,VM,VM,Open Source Data Center Infrastructure Management,Test,NA,Data Center Operations,oit-dcos,oia-entsvcs@umn.edu,kuron002  lunde028  psiebena,Yes,Yes,NA,NA
ucprod-dev.oit.umn.edu,10.32.110.206,rhel-x86_64-server-7,2016-12-19,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 09 d6 77 dc 83 6c-44 e7 7c 21 fb 71 f4 57,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,985,NA,422309d677dc836c44e77c21fb71f457,WBOB,VM,VM,VM,U Card Production,Development,3,Identity Management,OIT,cab@umn.edu,cab kor paulr sfs,No,Yes,oit-hosting,Fully Managed
ucprod-p1.oit.umn.edu,10.32.110.222,rhel-x86_64-server-7,2017-03-14,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 8c f1 b0 65 36 e9-f2 d5 6b 0c 6b 2f c9 b1,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,985,NA,42238cf1b06536e9f2d56b0c6b2fc9b1,WBOB,VM,VM,VM,U Card Production,Production,3,Identity Management,OIT,cab@umn.edu,cab kor paulr sfs,No,Yes,oit-hosting,Fully Managed
ucprod-p2.oit.umn.edu,10.32.110.223,rhel-x86_64-server-7,2017-03-22,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 72 16 e8 7c 70 fe-68 ab 07 50 b5 17 72 b5,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,984,NA,42237216e87c70fe68ab0750b51772b5,WBOB,VM,VM,VM,U Card Production,Production,3,Identity Management,OIT,idm-mon@umn.edu,cab kor paulr sfs,No,Yes,oit-hosting,Fully Managed
uis-qualys-sand-01.oit.umn.edu,10.32.110.145,rhel-x86_64-server-7,2016-02-04,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 37 1c dd d3 06 df-c5 f6 de 53 34 21 6b e4,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3791,NA,4223371cddd306dfc5f6de5334216be4,WBOB,VM,VM,VM,OIT UIS,Development,2,University Information Security,OIT,swadm@umn.edu,lars3064@umn.edu myer0244@umn.edu ryan@umn.edu ejolsen@umn.edu probs007@umn.edu,No,Yes,NA,NA
uis-qualys-sand-02.oit.umn.edu,10.32.110.146,rhel-x86_64-server-7,2016-02-04,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 7e 5f dc 37 ae 59-71 e8 9e c7 f2 23 ba 54,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3791,NA,42237e5fdc37ae5971e89ec7f223ba54,WBOB,VM,VM,VM,OIT UIS,Development,2,University Information Security,OIT,swadm@umn.edu,lars3064@umn.edu myer0244@umn.edu ryan@umn.edu ejolsen@umn.edu probs007@umn.edu,No,Yes,NA,NA
umcf.oit.umn.edu,128.101.2.160,rhel-x86_64-server-7,2017-03-07,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 40 1a f2 72 f7 b1-2f 42 c8 ea 6c bb 96 e5,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3783,NA,4223401af272f7b12f42c8ea6cbb96e5,WBOB,VM,VM,VM,umcf,Production,3,Hosting,OIT,payet003@umn.edu,ryan,No,Yes,oit-hosting,Fully Managed
umc-gamess.oit.umn.edu,192.168.53.144,rhel-x86_64-server-6,2014-10-21,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 01 22 8c e2 49 58-ac b7 0b 0e 9e a2 2e df,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,120G,7993,eth0-00:50:56:a3:4f:0e-192.168.53.144,422301228ce24958acb70b0e9ea22edf,WBOB,VM,VM,VM,GAMESS application for quantum chemistry,Test,NA,Hosting,UMC TSS,security@mail.crk.umn.edu,webst153 sperling,Yes,Yes,NA,NA
umc-maxient.oit.umn.edu,134.84.192.172,rhel-x86_64-server-6,2014-06-04,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 c7 cc 28 91 51 4f-c6 a0 f1 41 c2 6c 7a bb,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X5550  @ 2.67GHz,30G,1998,eth0-00:50:56:a3:0a:2d-134.84.192.172,4223c7cc2891514fc6a0f141c26c7abb,WBOB,VM,VM,VM,Data Transformation,Production,NA,Hosting,TSS,security@mail.crk.umn.edu,webst153 kel,Yes,Yes,NA,NA
umcontent-test01.oit.umn.edu,134.84.231.163,rhel-x86_64-server-6,2012-03-29,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 86 52 bd ae 0a d1-10 d6 66 76 3e a0 ad ad,VM,VM,NA,VM,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,NA,7873,eth0-00:50:56:b0:5a:38-134.84.231.163,42308652bdae0ad110d666763ea0adad,WBOB,NA,NA,VM,UMContent Static test  user targeted,Development,3,Collaboration and Web Content,OIT,swadm@software.umn.edu,lars3064 myer0244 ryan ejolsen,No,NA,NA,NA
